"filename", "language", "Batch", "Markdown", "Python", "pip requirements", "Properties", "Log", "JSON", "PowerShell", "C++", "JavaScript", "reStructuredText", "C", "YAML", "XML", "Ini", "comment", "blank", "total"
"c:\nyxa\.venv\Lib\site-packages\greenlet\greenlet_slp_switch.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 35, 17, 100
"c:\nyxa\.venv\Lib\site-packages\greenlet\greenlet_thread_support.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 8, 7, 32
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\setup_switch_x64_masm.cmd", "Batch", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_aarch64_gcc.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 87, 6, 125
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_alpha_unix.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_amd64_unix.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 41, 9, 88
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_arm32_gcc.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 22, 5, 80
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_arm32_ios.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 20, 6, 68
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_arm64_msvc.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 9, 3, 17
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_csky_gcc.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 8, 49
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_loongarch64_linux.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_m68k_gcc.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 7, 6, 39
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_mips_unix.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 18, 8, 65
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_ppc64_aix.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 49, 8, 104
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_ppc64_linux.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 47, 8, 106
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_ppc_aix.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 51, 8, 88
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_ppc_linux.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 47, 8, 85
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_ppc_macosx.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 43, 9, 83
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_ppc_unix.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 45, 8, 83
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_riscv_unix.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 6, 42
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_s390_unix.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 38, 9, 88
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_sh_gcc.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 3, 5, 37
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_sparc_sun_gcc.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 47, 18, 93
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_x32_unix.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 16, 10, 64
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_x64_msvc.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 46, 6, 60
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_x86_msvc.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 144, 36, 327
"c:\nyxa\.venv\Lib\site-packages\greenlet\platform\switch_x86_unix.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 40, 9, 106
"c:\nyxa\.venv\Lib\site-packages\greenlet\slp_platformselect.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 3, 3, 76
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\__init__.py", "Python", 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 28, 241
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\_test_extension.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 0, 0, 0, 3, 31, 232
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\_test_extension_cpp.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 25, 30, 227
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\fail_clearing_run_switches.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12, 48
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\fail_cpp_exception.py", "Python", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 34
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\fail_initialstub_already_started.py", "Python", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 18, 79
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\fail_slp_switch.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 30
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\fail_switch_three_greenlets.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 45
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\fail_switch_three_greenlets2.py", "Python", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 56
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\fail_switch_two_greenlets.py", "Python", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 42
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\leakcheck.py", "Python", 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 51, 320
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_contextvars.py", "Python", 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 56, 313
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_cpp.py", "Python", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 74
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_extension_interface.py", "Python", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 116
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_gc.py", "Python", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 11, 87
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_generator.py", "Python", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 60
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_generator_nested.py", "Python", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 42, 169
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_greenlet.py", "Python", 0, 0, 924, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 206, 1328
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_greenlet_trash.py", "Python", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 32, 188
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_leaks.py", "Python", 0, 0, 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 64, 448
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_stack_saved.py", "Python", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_throw.py", "Python", 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 129
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_tracing.py", "Python", 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 56, 292
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_version.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 42
"c:\nyxa\.venv\Lib\site-packages\greenlet\tests\test_weakref.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 36
"c:\nyxa\.venv\Lib\site-packages\idna-3.10.dist-info\LICENSE.md", "Markdown", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32
"c:\nyxa\.venv\Lib\site-packages\idna\__init__.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 46
"c:\nyxa\.venv\Lib\site-packages\idna\codec.py", "Python", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31, 123
"c:\nyxa\.venv\Lib\site-packages\idna\compat.py", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16
"c:\nyxa\.venv\Lib\site-packages\idna\core.py", "Python", 0, 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 80, 438
"c:\nyxa\.venv\Lib\site-packages\idna\idnadata.py", "Python", 0, 0, 4241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4244
"c:\nyxa\.venv\Lib\site-packages\idna\intranges.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12, 58
"c:\nyxa\.venv\Lib\site-packages\idna\package_data.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\nyxa\.venv\Lib\site-packages\idna\uts46data.py", "Python", 0, 0, 8508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 171, 8682
"c:\nyxa\.venv\Lib\site-packages\license_expression-30.4.1.dist-info\AUTHORS.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 2, 16
"c:\nyxa\.venv\Lib\site-packages\license_expression-30.4.1.dist-info\CHANGELOG.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 49, 140
"c:\nyxa\.venv\Lib\site-packages\license_expression-30.4.1.dist-info\CODE_OF_CONDUCT.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 1, 19, 87
"c:\nyxa\.venv\Lib\site-packages\license_expression\__init__.py", "Python", 0, 0, 973, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 584, 278, 1835
"c:\nyxa\.venv\Lib\site-packages\license_expression\_pyahocorasick.py", "Python", 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 284, 81, 628
"c:\nyxa\.venv\Lib\site-packages\license_expression\data\scancode-licensedb-index.json", "JSON", 0, 0, 0, 0, 0, 0, 29009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29009
"c:\nyxa\.venv\Lib\site-packages\mako\__init__.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 9
"c:\nyxa\.venv\Lib\site-packages\mako\_ast_util.py", "Python", 0, 0, 529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 100, 714
"c:\nyxa\.venv\Lib\site-packages\mako\ast.py", "Python", 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 40, 203
"c:\nyxa\.venv\Lib\site-packages\mako\cache.py", "Python", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 41, 240
"c:\nyxa\.venv\Lib\site-packages\mako\cmd.py", "Python", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 100
"c:\nyxa\.venv\Lib\site-packages\mako\codegen.py", "Python", 0, 0, 1011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 170, 1320
"c:\nyxa\.venv\Lib\site-packages\mako\compat.py", "Python", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 71
"c:\nyxa\.venv\Lib\site-packages\mako\exceptions.py", "Python", 0, 0, 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 59, 418
"c:\nyxa\.venv\Lib\site-packages\mako\ext\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\mako\ext\autohandler.py", "Python", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 71
"c:\nyxa\.venv\Lib\site-packages\mako\ext\babelplugin.py", "Python", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 58
"c:\nyxa\.venv\Lib\site-packages\mako\ext\beaker_cache.py", "Python", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 83
"c:\nyxa\.venv\Lib\site-packages\mako\ext\extract.py", "Python", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 18, 130
"c:\nyxa\.venv\Lib\site-packages\mako\ext\linguaplugin.py", "Python", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 58
"c:\nyxa\.venv\Lib\site-packages\mako\ext\preprocessors.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 21
"c:\nyxa\.venv\Lib\site-packages\mako\ext\pygmentplugin.py", "Python", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 4, 151
"c:\nyxa\.venv\Lib\site-packages\mako\ext\turbogears.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 62
"c:\nyxa\.venv\Lib\site-packages\mako\filters.py", "Python", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 26, 164
"c:\nyxa\.venv\Lib\site-packages\mako\lexer.py", "Python", 0, 0, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 34, 482
"c:\nyxa\.venv\Lib\site-packages\mako\lookup.py", "Python", 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 32, 362
"c:\nyxa\.venv\Lib\site-packages\mako\parsetree.py", "Python", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 422, 66, 657
"c:\nyxa\.venv\Lib\site-packages\mako\pygen.py", "Python", 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 63, 310
"c:\nyxa\.venv\Lib\site-packages\mako\pyparser.py", "Python", 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 43, 236
"c:\nyxa\.venv\Lib\site-packages\mako\runtime.py", "Python", 0, 0, 537, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 260, 172, 969
"c:\nyxa\.venv\Lib\site-packages\mako\template.py", "Python", 0, 0, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 105, 712
"c:\nyxa\.venv\Lib\site-packages\mako\testing\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\mako\testing\_config.py", "Python", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30, 129
"c:\nyxa\.venv\Lib\site-packages\mako\testing\assertions.py", "Python", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 42, 167
"c:\nyxa\.venv\Lib\site-packages\mako\testing\config.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18
"c:\nyxa\.venv\Lib\site-packages\mako\testing\exclusions.py", "Python", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28, 81
"c:\nyxa\.venv\Lib\site-packages\mako\testing\fixtures.py", "Python", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20, 120
"c:\nyxa\.venv\Lib\site-packages\mako\testing\helpers.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 72
"c:\nyxa\.venv\Lib\site-packages\mako\util.py", "Python", 0, 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 79, 389
"c:\nyxa\.venv\Lib\site-packages\markdown_it\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 6
"c:\nyxa\.venv\Lib\site-packages\markdown_it\_compat.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\nyxa\.venv\Lib\site-packages\markdown_it\_punycode.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 15, 68
"c:\nyxa\.venv\Lib\site-packages\markdown_it\cli\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\markdown_it\cli\parse.py", "Python", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 16, 110
"c:\nyxa\.venv\Lib\site-packages\markdown_it\common\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\nyxa\.venv\Lib\site-packages\markdown_it\common\entities.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5
"c:\nyxa\.venv\Lib\site-packages\markdown_it\common\html_blocks.py", "Python", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 69
"c:\nyxa\.venv\Lib\site-packages\markdown_it\common\html_re.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 41
"c:\nyxa\.venv\Lib\site-packages\markdown_it\common\normalize_url.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 17, 82
"c:\nyxa\.venv\Lib\site-packages\markdown_it\common\utils.py", "Python", 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 65, 319
"c:\nyxa\.venv\Lib\site-packages\markdown_it\helpers\__init__.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 7
"c:\nyxa\.venv\Lib\site-packages\markdown_it\helpers\parse_link_destination.py", "Python", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21, 87
"c:\nyxa\.venv\Lib\site-packages\markdown_it\helpers\parse_link_label.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 44
"c:\nyxa\.venv\Lib\site-packages\markdown_it\helpers\parse_link_title.py", "Python", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 61
"c:\nyxa\.venv\Lib\site-packages\markdown_it\main.py", "Python", 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 46, 356
"c:\nyxa\.venv\Lib\site-packages\markdown_it\parser_block.py", "Python", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 19, 112
"c:\nyxa\.venv\Lib\site-packages\markdown_it\parser_core.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 46
"c:\nyxa\.venv\Lib\site-packages\markdown_it\parser_inline.py", "Python", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 20, 148
"c:\nyxa\.venv\Lib\site-packages\markdown_it\port.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 1, 49
"c:\nyxa\.venv\Lib\site-packages\markdown_it\presets\__init__.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 29
"c:\nyxa\.venv\Lib\site-packages\markdown_it\presets\commonmark.py", "Python", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 3, 75
"c:\nyxa\.venv\Lib\site-packages\markdown_it\presets\default.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 3, 36
"c:\nyxa\.venv\Lib\site-packages\markdown_it\presets\zero.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 44
"c:\nyxa\.venv\Lib\site-packages\markdown_it\renderer.py", "Python", 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 53, 337
"c:\nyxa\.venv\Lib\site-packages\markdown_it\ruler.py", "Python", 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 30, 277
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\__init__.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\blockquote.py", "Python", 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 62, 300
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\code.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 36
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\fence.py", "Python", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 31, 102
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\heading.py", "Python", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 69
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\hr.py", "Python", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 56
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\html_block.py", "Python", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21, 91
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\lheading.py", "Python", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 87
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\list.py", "Python", 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 78, 346
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\paragraph.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 66
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\reference.py", "Python", 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 38, 216
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\state_block.py", "Python", 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 43, 262
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_block\table.py", "Python", 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 55, 237
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_core\__init__.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_core\block.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_core\inline.py", "Python", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 11
"c:\nyxa\.venv\Lib\site-packages\markdown_it\rules_core\linkify.py", "Python", 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 29, 150
